LAMMPS data file via write_data, version 27 Jun 2024, timestep = 10498, units = lj

1000 atoms
1 atom types

-5.386086725079709 5.386086725079709 xlo xhi
-5.386086725079709 5.386086725079709 ylo yhi
-16.15826017523913 16.15826017523913 zlo zhi

Masses

1 1

Atoms # atomic

845 1 -4.01032236508886 -4.569158374408524 -5.192546229091138 0 0 1
996 1 -5.097358756970485 -5.002091391047158 -4.648608613208144 1 1 1
614 1 -4.536160432896175 -4.0216459968603875 -4.410074474859145 0 0 0
191 1 -5.099227683856246 -3.912832949336701 -5.345353996836186 0 0 1
639 1 -3.5455318024221856 -4.574043333957323 -4.290788014930294 0 0 0
811 1 -2.2038087252241967 -3.9104974047223617 -5.022120522081152 0 0 1
559 1 -3.033166090471242 -5.2376699236149165 5.364470991384454 0 0 -1
925 1 -1.4586020676733582 -4.931699254855273 -3.873288927088774 0 0 0
835 1 -1.2895208567930694 -3.849048829092912 -4.139569198494372 0 0 0
214 1 0.9445779750669159 -5.0066427858874745 -4.685705586248759 0 1 0
56 1 1.8382576377104645 -4.738177583877011 -4.1276216973615645 0 0 1
8 1 0.9495040574029404 -4.078112236261368 -4.1650801059258535 0 0 0
699 1 1.479419357845864 -4.156328594311567 -5.080618744288865 0 0 0
206 1 3.413333909386332 -4.226956177240279 -4.534234520541401 0 0 0
373 1 2.8356558556497826 -5.188011749505795 -4.210502375607495 0 0 0
265 1 3.462836460938355 -5.332938416547979 -5.0860593132054595 0 1 0
71 1 2.4204473105683366 -3.7823224626255825 -4.576314011521252 0 0 0
154 1 2.6968831668427486 -4.553214750525507 -5.295090220781177 0 0 0
330 1 4.451925439161605 -4.5310101459629175 -4.663280425434804 0 0 0
979 1 5.275657945192847 -3.9721800280116017 -4.108621540517464 0 0 0
228 1 -4.976124881247998 -3.04760754493462 -4.5489797306474875 0 0 0
389 1 -3.9068095145367017 -2.688958401144075 -4.392208978595243 0 0 0
768 1 -3.1413558880506343 -3.4880549345903016 -4.587117530623926 0 0 0
520 1 -2.3421609207471334 -2.646260367465794 -5.027672260306837 0 0 1
321 1 -1.001775386024841 -2.8485720884362236 -4.728758130872676 0 0 1
710 1 -1.9364343695978121 -3.0584160997568324 -4.088765066462147 0 0 0
642 1 -0.3334644587018788 -3.4994645313693913 -4.302458797245623 0 0 0
834 1 0.1077343585047076 -2.5736394821465995 -4.808070667174578 0 0 1
